s,iter,model,Estimation method,MSE,MSE_0,Feature importance
10,4,Linear,IntCF,0.4157213238201439,0.8517794159561115,"[0.014741518039588073, 0.015531800245030784, 0.015704637131454043, 0.015386804622152498, 0.016358127602329197, 0.014468658334173339, 0.01724215196801463, 0.01704177322273345, 0.017664282664985518, 0.013454335412502476, 0.052199639995100515, 0.02664514821842608, 0.03808821524920086, 0.02231252841804834, 0.0341182131297514, 0.03009299682322887, 0.03314254663248551, 0.030664885732480815, 0.03955434951663196, 0.03372458246340498, 0.016143505805237417, 0.01729807125601498, 0.0162240228805119, 0.01776325289245082, 0.01767973869244094, 0.01673690119645193, 0.01743892581108418, 0.016874969495979282, 0.01704443232230963, 0.01725649231355885, 0.016627277557327836, 0.017027152421734238, 0.018130163549639693, 0.015882614783746363, 0.01566571872868554, 0.015418838753414963, 0.016914196643461128, 0.016372935435982217, 0.018506366790995356, 0.014971882387248123, 0.016192999167537896, 0.018062525066642052, 0.014644949729481795, 0.0174503739702597, 0.016024988237383297, 0.016791234970376004, 0.018392660065650022, 0.01724097736771323, 0.015574936983290988, 0.015509699301666508]"
10,4,Mixed,IntCF,1.6507144354756955,2.4156906603170043,"[0.023672238084168264, 0.021586670259888398, 0.021973937250744556, 0.023205380192883936, 0.03430511348929866, 0.02751133008782437, 0.02290018921924519, 0.019850358484725623, 0.027390463589170997, 0.025712218005063518, 0.019426699015511254, 0.023783860702332012, 0.024843779080259774, 0.019933998048031174, 0.023046397038663735, 0.019035574879076908, 0.024314563800245673, 0.027885977355418555, 0.025738403060447355, 0.027675071983037532, 0.017303899670418076, 0.017361816182510148, 0.01796860696719197, 0.01808665885139649, 0.016901531891574943, 0.019628819637761762, 0.015552765212367021, 0.0162264899468425, 0.013909290443637456, 0.01776974014777679, 0.018158135008285253, 0.01999715926769076, 0.016678207618057255, 0.017406363810347304, 0.015865444172950036, 0.01826398043864731, 0.01632406258895003, 0.0176276794435225, 0.018117943903188712, 0.016893302451258977, 0.014943916077660073, 0.017850097106123865, 0.015798095855972073, 0.01838166023254119, 0.016539090076989317, 0.01638068619563912, 0.016624311847180134, 0.018444687445614127, 0.01699726502324157, 0.018206068858625725]"
10,5,Interaction,IntCF,1.5117797147643264,2.502327375975875,"[0.023977846007193094, 0.029529541369283974, 0.025035394544977108, 0.03218591557915112, 0.02561048191718553, 0.020103624623845143, 0.020761257969150945, 0.022593327739161933, 0.03259265614454308, 0.022573206930502056, 0.03694215433697293, 0.027121906057787328, 0.020641237202303424, 0.021086793667044468, 0.02649755441222528, 0.027622655540103118, 0.02572334525102297, 0.03312330694106908, 0.025195179149015978, 0.01925729389338356, 0.01548596392714598, 0.014982807263935078, 0.017486525078425866, 0.01624940252863908, 0.0156905021403334, 0.01594142245383657, 0.016388515376614104, 0.017561232661577615, 0.016285179105800802, 0.017907702605548335, 0.018092592900286853, 0.014967183625751135, 0.017996535944617347, 0.016579012696772245, 0.014146717243601625, 0.016346924009077526, 0.01578242101877059, 0.014893460883117852, 0.01423274025406506, 0.01399846769253929, 0.01667842745207172, 0.016076883535011327, 0.01598027889645007, 0.01622573854465584, 0.01598042693929348, 0.016170730187148215, 0.015733547561694247, 0.015674298952539342, 0.016907087669922608, 0.015382591574834768]"
10,5,LSS confounding,IntCF,1.4919637134374422,2.8569305788912462,"[0.050279584822886365, 0.039244447336465246, 0.02618003388812438, 0.0302613990465599, 0.041767862093930325, 0.034434097999839965, 0.029001939888326084, 0.02586566801455451, 0.026656372340717584, 0.02836280779422231, 0.015721143646772188, 0.016302352405126425, 0.01683900840683375, 0.016034794634737278, 0.016129748361549782, 0.0173667016069625, 0.015742592166279216, 0.015825433577430034, 0.016432475440107792, 0.015676159875993693, 0.017108038724869278, 0.01702874495535649, 0.016608433451407417, 0.01585129642099198, 0.015637968698237213, 0.017581147635065873, 0.02102076318729218, 0.016419264041330584, 0.018361063117650803, 0.01668329866183864, 0.016596614795352092, 0.016729913076019908, 0.01607527426893662, 0.015822077915311684, 0.016739139233941176, 0.01619691294359636, 0.016473626972928215, 0.01805846890359346, 0.018051372933282163, 0.01662054754416942, 0.016897428398523803, 0.017691518115961216, 0.016506111235081767, 0.01636901194776372, 0.018899245874421, 0.015023723303454613, 0.015804552439387456, 0.016889042817822112, 0.017472417719176868, 0.01465835731981659]"
10,5,Linear,IntCF,0.4257134290963367,0.8922399884521193,"[0.016957916473917117, 0.018472503732109635, 0.01563411954714358, 0.01576454110662017, 0.01633869375141639, 0.016827236573403247, 0.014823995017607432, 0.015115602584291966, 0.01672255639419711, 0.014829515446424043, 0.034927580028556074, 0.043247529445398135, 0.0368627024163043, 0.033960709188329934, 0.021083441780805352, 0.032119317683189805, 0.03411963086366805, 0.025511312598758756, 0.038058677494776524, 0.03382586172004988, 0.015449406026011765, 0.017007570836437936, 0.018120907845935553, 0.017936828112117466, 0.01623711154986447, 0.01596047403848306, 0.017775772080358517, 0.017731857486569635, 0.015345092407645453, 0.018100220969428402, 0.016373801455828937, 0.017835507743530692, 0.016527920438243384, 0.016102190743846938, 0.01619721996266241, 0.015345388559565482, 0.016944956927269387, 0.016318376573128707, 0.01677614150411193, 0.017571250446741953, 0.017007090851680406, 0.016271623404524843, 0.019169950974415453, 0.016560585099541853, 0.01614523109832956, 0.016824516216587093, 0.0157503844485302, 0.017058554827734815, 0.017594211933224958, 0.016756411590681124]"
10,5,Mixed,IntCF,1.5965698812016105,2.474786542308352,"[0.02287235360762153, 0.019426757204418946, 0.04253697519273575, 0.024930612281305303, 0.016668253126421926, 0.023409346542825258, 0.026419406109007452, 0.03232389977996374, 0.02435214177519599, 0.02420334303648396, 0.0209075942556951, 0.021912124509776306, 0.031669375334784686, 0.03361797215281778, 0.030904673589323677, 0.0216446774372462, 0.01969354598141573, 0.017538421677981284, 0.022084814288277764, 0.020251385671152273, 0.01662337201584811, 0.01668491649665971, 0.015509246570827787, 0.015767374108135068, 0.015199560048916868, 0.014463039306769194, 0.016430548916902148, 0.017719616917455716, 0.018281896128976793, 0.015924485400172682, 0.01659282422502172, 0.01755033009594733, 0.017788916005966503, 0.017338547110660043, 0.01826585844986568, 0.016816109250893878, 0.01533139587668666, 0.01748291424939666, 0.017423600570799464, 0.017313112048867107, 0.015556590295696941, 0.016751052839817183, 0.01804153025947624, 0.015731085241070038, 0.01787714980510532, 0.016236746815681054, 0.016967079249806727, 0.017762413837389888, 0.016754539228479876, 0.016446475078257028]"
5,0,Interaction,IntCF (without validation),0.4749530083782617,1.2479726357500185,"[0.05027974632299201, 0.05467278054002822, 0.05455850068437763, 0.05571490259527514, 0.04465759170407572, 0.044730298864904976, 0.053408189342787606, 0.056042062019886305, 0.04776541562627437, 0.03727882332387026, 0.03237567953875726, 0.038294788959197294, 0.030793107298353314, 0.032899974872375365, 0.030699241167853185, 0.03292571554534752, 0.031580944006791886, 0.03544529961357129, 0.035290157485254096, 0.034052381774820374, 0.032969688372745186, 0.03365535519394465, 0.03320832485025513, 0.0294864263873483, 0.0372146039089129]"
5,0,LSS confounding,IntCF (without validation),0.7847727784204781,1.6116530461409575,"[0.06310593138358679, 0.05472595642763073, 0.07092006258333332, 0.06339006559242663, 0.05417134718489138, 0.03286869701420229, 0.03192992355927963, 0.027996941504273662, 0.032875432022086565, 0.03153565911173414, 0.034351782697684664, 0.040712593979060956, 0.042719971596822684, 0.03246392487872652, 0.031349271563530956, 0.03577700919007566, 0.0343425879614976, 0.03859929576545588, 0.0327135373118653, 0.036383071080475386, 0.03530531631026529, 0.03483091311968372, 0.036981342867875626, 0.032594381438237695, 0.03735498385529703]"
5,0,Linear,IntCF (without validation),0.160411603305318,0.4447041332912742,"[0.030682204675206538, 0.031694601995918927, 0.030820363420968465, 0.03284502419439906, 0.034652888966437645, 0.06279877598280709, 0.061249692575852895, 0.05541444293936361, 0.06745954411695315, 0.05786759374891197, 0.03328805599361964, 0.0356719799577706, 0.03816394103780034, 0.036089427560198895, 0.03252703468434676, 0.036406030257315286, 0.0352550862972235, 0.039284060335764474, 0.03747489554041695, 0.03451821944662347, 0.03834067828424516, 0.034894682370532955, 0.034695889227277205, 0.031574596172545634, 0.03633029021749974]"
5,0,Mixed,IntCF (without validation),0.6151951846810475,1.2257213582174111,"[0.06280298537162245, 0.05549514231962016, 0.055883415950962405, 0.054509731661019516, 0.05810443937919455, 0.04675001276041874, 0.03942976173135789, 0.03722717546552042, 0.04294224134213693, 0.04315999031068483, 0.027569180825852486, 0.02825870632377199, 0.028696512400376753, 0.036235568436766515, 0.03450534365815172, 0.03328102878284524, 0.03116577722066429, 0.038633737244396296, 0.034683195192752134, 0.037735847049424405, 0.035892838056886193, 0.03597780607811041, 0.03543002192351128, 0.03189096683782768, 0.03373857367612481]"
5,1,Interaction,IntCF (without validation),0.4710824290253378,1.2479108031682131,"[0.047315011741345635, 0.04457491543670947, 0.048121034275855984, 0.06187722208021422, 0.04902654517412726, 0.04737248581146564, 0.05647636782451302, 0.06333381343206443, 0.05369061456368741, 0.04304315375385176, 0.0329428720596813, 0.036311145726876035, 0.034085905257904434, 0.031954672534846115, 0.03455184101602017, 0.03362671549837692, 0.03206428630702403, 0.03209086499130647, 0.03148667011289319, 0.03062416873773967, 0.03159302882502102, 0.031383001976215595, 0.03134062301605289, 0.02747888382305092, 0.03363415602315639]"
5,1,LSS confounding,IntCF (without validation),0.6974367799643362,1.6502022016171762,"[0.05040333274098834, 0.07359373944903898, 0.07142130025520237, 0.06445561995803684, 0.06179134451094593, 0.030300514429822924, 0.032518263853528385, 0.03073690661682811, 0.031935206843282396, 0.033020669220842756, 0.03213343936063496, 0.0331789039209697, 0.035676771006698776, 0.03668169828973333, 0.034671208163229494, 0.03423539438202399, 0.03286761995125599, 0.03645415505914898, 0.03267721909324115, 0.031802406016743855, 0.034706082664790534, 0.03403332005411091, 0.03338888531014656, 0.036568413506077146, 0.040747585342677785]"
5,1,Linear,IntCF (without validation),0.1422314615254173,0.4317946111809937,"[0.029888612002116236, 0.03612571975579146, 0.028924660125087334, 0.03436885082988522, 0.032123677439557644, 0.0727958262959007, 0.056583226697120376, 0.061839393225127395, 0.049715250749270454, 0.07490412754241908, 0.03812587351371034, 0.03647436462061947, 0.033962320329901104, 0.032384542006908906, 0.03319088781944914, 0.03512101945138198, 0.03952232188391071, 0.03258952622652275, 0.034478508031494035, 0.035041715252911276, 0.03083918344257211, 0.03827158079662004, 0.03217993963746637, 0.034773968201396784, 0.0357749041228591]"
5,1,Mixed,IntCF (without validation),0.5879035792585091,1.201841135386302,"[0.06341970186058525, 0.044798818552831327, 0.05245825030383517, 0.06317648967869602, 0.0485153980371629, 0.04538845284404941, 0.03731179056362733, 0.034410309419728474, 0.04264724417203241, 0.04531770067718714, 0.032177398155779115, 0.03699169947266298, 0.03525725546796132, 0.03336885223239576, 0.036204606776787135, 0.03414859987942381, 0.034168832690412335, 0.032421737108876726, 0.0309180338510615, 0.038770376696580976, 0.034387482338689816, 0.03408982141062931, 0.035295763267431085, 0.03400765452595917, 0.04034773001561346]"
5,2,Interaction,IntCF (without validation),0.5235540988798745,1.2498871183722249,"[0.05000827576277645, 0.06015990520441533, 0.0422687073616919, 0.048812458620214855, 0.05323974546008052, 0.054817053187843585, 0.04859827170810727, 0.04607210623064399, 0.04248484592713005, 0.0657978430458947, 0.02771392263539897, 0.03501170089806596, 0.03725499225769912, 0.028492903748268933, 0.029391765234444322, 0.03376236604057636, 0.03215769554758401, 0.032617727313526405, 0.03644732268911033, 0.03749897729876069, 0.03356542314478391, 0.02954817777455672, 0.030793683477272082, 0.031972348664701014, 0.0315117807664525]"
5,2,LSS confounding,IntCF (without validation),0.5797102183188021,1.4666240060330868,"[0.054348962117747736, 0.06248611625497847, 0.05214892828413218, 0.06167425159136803, 0.06588873192600571, 0.032997536825080116, 0.030704544017297043, 0.038381264532168315, 0.03314925644195501, 0.035218186202647724, 0.034455719296845606, 0.03862071703710851, 0.034485571330513796, 0.03745982731554571, 0.03368889399631333, 0.033328341399627155, 0.03404526526856347, 0.036097411308107, 0.038096672258298846, 0.03604306995836286, 0.035223191050405195, 0.031807271094350054, 0.03396874189491406, 0.03686035113376827, 0.03882117746389578]"
5,2,Linear,IntCF (without validation),0.1354327242186365,0.449525484804128,"[0.030696608896069656, 0.030627896407664078, 0.02827166277946868, 0.028141152848733444, 0.03302636370737946, 0.06385801836570687, 0.0675976415872406, 0.0748827110831861, 0.0716366717429219, 0.059187617541493896, 0.03330529830770497, 0.031909223480242645, 0.03491359738892212, 0.03820026821991658, 0.030854519279472272, 0.0320019252324706, 0.03575870322549626, 0.03380163140628212, 0.03279533894924978, 0.03465004139604142, 0.036250222178450385, 0.03605817183594158, 0.03332097190089171, 0.03492956659409667, 0.03332417564495623]"
5,2,Mixed,IntCF (without validation),0.548062463934764,1.197799579443008,"[0.04642849950340645, 0.05150821503653683, 0.06467346012481687, 0.05629763122797954, 0.049197531703159325, 0.048301061378473696, 0.04532376264311333, 0.04915529551106674, 0.04484647184942675, 0.04650973657370912, 0.031117591014634415, 0.03267479765941331, 0.03306430782004861, 0.03234092176790467, 0.032288168999952516, 0.03233783174406272, 0.03295502591985775, 0.031019151140276723, 0.03557707664455138, 0.03128462211368193, 0.03287320171459966, 0.034539641934734105, 0.03683678435937177, 0.03752415311301231, 0.031325058502209416]"
5,3,Interaction,IntCF (without validation),0.5166026267959651,1.2464104926810884,"[0.06679521397088047, 0.06214989169129259, 0.04857771106292644, 0.04708384906293258, 0.041526052120984085, 0.04587427741388367, 0.04226172013258063, 0.04024552056975587, 0.0606593832053509, 0.059181482812713175, 0.03547333752692585, 0.034022641419247907, 0.03201556377936668, 0.03451641222675617, 0.02953923805177823, 0.0332770336181366, 0.03264598505814565, 0.030522725093870124, 0.032931165617756705, 0.03244458264685223, 0.029588353147376907, 0.033731547338598726, 0.03552843129327907, 0.02934138395882502, 0.03006649717978374]"
5,3,LSS confounding,IntCF (without validation),0.7280368266121758,1.6031021544703714,"[0.055857656203621577, 0.06451804392172937, 0.06446334616545278, 0.07115313684552141, 0.06348139575580163, 0.03524852188633119, 0.0294410632290686, 0.030246016708501296, 0.03267899112350225, 0.030008102639160643, 0.036098346933549484, 0.03358761074520414, 0.041316160876895845, 0.03520768797875787, 0.037571269450141956, 0.03420827209120685, 0.03170375176301556, 0.03728097614136126, 0.03685792445179817, 0.03421910825767084, 0.0317067320745683, 0.03446951694782899, 0.034397547058834604, 0.03097494735278816, 0.03330387339768711]"
5,3,Linear,IntCF (without validation),0.1174373943609883,0.4404919381024687,"[0.02831960627680771, 0.030472505812262393, 0.029482122510422454, 0.031319153920103905, 0.029790747979606173, 0.07313563290832487, 0.0697574579991867, 0.0786843125409214, 0.08103122936131921, 0.056763993710541326, 0.031740545513909306, 0.029582459780084124, 0.03296041247270065, 0.03486276979385348, 0.03219354113228281, 0.0421628801864542, 0.03007168940881422, 0.030829090004379122, 0.03311925521466338, 0.03070240983545061, 0.0317121568081606, 0.03182513439623708, 0.03541738816493021, 0.032829046050699896, 0.031234458217884207]"
5,3,Mixed,IntCF (without validation),0.4742358352256532,1.1680712519082377,"[0.05780177101585326, 0.05085386576479401, 0.053175583711940214, 0.05043051214375519, 0.05149669752934218, 0.045955026451565954, 0.0460138434628906, 0.046075269515291666, 0.0512868265691648, 0.04859647904858729, 0.03461229389416933, 0.02937762061132957, 0.02832391129329594, 0.03516071991833605, 0.03506041187234307, 0.035877665429929234, 0.0370406029267619, 0.033061250775601625, 0.03906481896481234, 0.029946841882209738, 0.03607949975865769, 0.03478013127068455, 0.033082968504345084, 0.029680759191320204, 0.027164628493018466]"
5,4,Interaction,IntCF (without validation),0.4570221563409752,1.2469131417307255,"[0.04052098376999982, 0.04771481568041999, 0.06120554755077232, 0.04274738174927496, 0.05851892320308652, 0.04963739351397034, 0.06720225662669176, 0.062224601047034304, 0.04213259953697415, 0.04663223893282883, 0.031073039709728325, 0.03207404089160697, 0.030426224273749268, 0.032723571788023015, 0.03150322571630512, 0.031212107410824315, 0.028776849626225263, 0.03243929376589705, 0.03515964001372196, 0.02964511544094082, 0.033492224891169875, 0.03524179180190255, 0.031633304834115666, 0.031462347877846505, 0.03460048034689012]"
5,4,LSS confounding,IntCF (without validation),0.6569845457339194,1.6533042980149708,"[0.05965723751371836, 0.06178893258450202, 0.048452829973927115, 0.06600444146691156, 0.05808016186511905, 0.034321693455347774, 0.030230723428653756, 0.03548898353539162, 0.03020144028817234, 0.03703365221652708, 0.03627963296700272, 0.0344113723906476, 0.03389286175548467, 0.03435625012369961, 0.040038332444703784, 0.03556389532192448, 0.030962862528590537, 0.03574498119727067, 0.03860693390703722, 0.03893038412039473, 0.03660748853307017, 0.033154907330556774, 0.04009339808237117, 0.03288319852000715, 0.03721340444896804]"
5,4,Linear,IntCF (without validation),0.1427125942625947,0.4450141729392772,"[0.028744896976935896, 0.030387084852847943, 0.029402978361748145, 0.03258034632194601, 0.029062921732032444, 0.06410464545525449, 0.07248600685615866, 0.06317071382267621, 0.06742921185847232, 0.058549166803382936, 0.035494581834997756, 0.03275436809966506, 0.03986470542501423, 0.037234920942887065, 0.03482383206718694, 0.03730069528796483, 0.03197980682043492, 0.03754518558998618, 0.035361046218336224, 0.032425631910628354, 0.031971710363997825, 0.0352227460807817, 0.03452444905813245, 0.03499133508119315, 0.03258701217733819]"
5,4,Mixed,IntCF (without validation),0.6007272782418142,1.1765801382008385,"[0.060005075187871286, 0.0526412584104733, 0.04980526185443215, 0.05359379423422164, 0.049632211099724544, 0.05215530797277418, 0.03638323778263718, 0.041125265095981904, 0.05140636127878137, 0.04051045391415892, 0.030764514836040292, 0.03556451464174291, 0.033755132487471216, 0.03701985389069931, 0.034034770420357525, 0.03482004453993871, 0.033660865589115824, 0.03489418214051446, 0.03470403902861341, 0.032283013323479555, 0.031421567649048084, 0.033974429253514245, 0.038540208615759464, 0.030381542807131668, 0.036923093945516905]"
5,5,Interaction,IntCF (without validation),0.474192269739532,1.2464797034017303,"[0.04408286529980936, 0.04687318446098503, 0.05276737462666598, 0.05234568110903302, 0.053671178268972275, 0.06743796093147451, 0.04159707548871383, 0.04220611550305232, 0.05366692813055684, 0.05574564929305255, 0.034039417044195705, 0.029934046390318547, 0.03126823048703806, 0.032738560465915834, 0.03073610609283052, 0.030757972953299004, 0.03518781968419922, 0.03357758852594685, 0.032466929397150235, 0.03260087821994494, 0.030212822609451566, 0.03343588802276543, 0.03455864975813989, 0.03100170858900048, 0.03708936864748792]"
5,5,LSS confounding,IntCF (without validation),0.6602591821886503,1.603321791153913,"[0.0689199042025834, 0.06509371152753088, 0.05951784594822361, 0.05859998228343105, 0.06053953989439401, 0.02904848716328082, 0.031277153382370006, 0.033056085277983566, 0.0361277180680428, 0.03489758659674635, 0.033900519580112726, 0.03670161083314101, 0.038173732312877656, 0.035445244422937075, 0.03313462808306297, 0.0353120671496286, 0.039838217845115126, 0.031000486065864877, 0.03161077377797111, 0.03464705928201704, 0.03433892059889492, 0.032901399802592005, 0.03683716782738289, 0.035639885409019766, 0.03344027266479579]"
5,5,Linear,IntCF (without validation),0.1190322791719548,0.4296846756968606,"[0.028648473665420615, 0.030786204987614196, 0.02972953333454686, 0.029865645810525872, 0.03274015815855881, 0.061777306100202205, 0.066111232888419, 0.07163007358409477, 0.06247290583713752, 0.07050002322510249, 0.03127926839258035, 0.029786194820987325, 0.03584866364003301, 0.035476242879838714, 0.0342350123898861, 0.03726649315489999, 0.03311569492621554, 0.03643347723837416, 0.03292152960856923, 0.037576544996932686, 0.032536621251035645, 0.03073497768136916, 0.03155533984935147, 0.0380761588261814, 0.03889622275212288]"
5,5,Mixed,IntCF (without validation),0.5909860523762345,1.19324010279121,"[0.0531864156502196, 0.05867158885235739, 0.055008509079938435, 0.04338802027198657, 0.04949178718809874, 0.045192033682878795, 0.04972898783948556, 0.047670089703241145, 0.04066960289352015, 0.03622263955795149, 0.034928692811481934, 0.031905097652590385, 0.03632428424024325, 0.03610468382272174, 0.031032147720452014, 0.03400656453078386, 0.038855164345396584, 0.03616643545924773, 0.033740379650055836, 0.03467359970867286, 0.030256373071749717, 0.034932879158439886, 0.03304418121467014, 0.04197521110797182, 0.03282463078584426]"
5,7,Interaction,IntCF (without validation),0.4991531410492216,1.2471063159793283,"[0.05843112291701655, 0.05611788569005561, 0.04231420593719956, 0.04428822732978387, 0.05165006159802255, 0.051867193714856874, 0.05102923356252259, 0.0655523424025506, 0.04216377775258321, 0.0550937136507888, 0.034486522236283575, 0.030253383075336922, 0.031729227495714135, 0.02879772358135408, 0.03314003181354211, 0.033416281347069816, 0.03753342380649045, 0.03235446937124843, 0.03035977767782474, 0.030796081885181396, 0.031830468789266264, 0.034926303698452996, 0.03139877461039232, 0.028628710830549596, 0.03184105522591299]"
5,7,LSS confounding,IntCF (without validation),0.820267672391642,1.7226156875045815,"[0.06120606114583105, 0.06402308554137541, 0.07021784387016528, 0.05659175736493438, 0.06359185750420757, 0.032916187157949, 0.03593864766562305, 0.03245077300676827, 0.033360198388047, 0.032238390577214955, 0.03612924085627198, 0.033827296343240956, 0.03473092517829471, 0.03383404597223703, 0.0362428191711218, 0.032699562256171405, 0.03713100659223799, 0.03596647634854444, 0.036010081260310675, 0.036019036520053546, 0.032139291200296655, 0.034051892252947906, 0.031866206437047406, 0.03147478256549074, 0.035342534823616746]"
5,7,Linear,IntCF (without validation),0.1401370860132527,0.4542429213403951,"[0.03250977613604522, 0.03133727815905272, 0.0336822104596016, 0.03030767438529839, 0.03208938846522745, 0.062019788648871914, 0.06884324931190906, 0.06824532774582315, 0.06237531533774206, 0.0581574225021503, 0.036800686062489325, 0.02828040699679011, 0.03710154979791091, 0.032419788240781684, 0.03484658666967321, 0.03343711823229107, 0.03901595627669329, 0.03790738200575504, 0.03362602596421336, 0.03527730753761266, 0.03442389765155869, 0.03177607289307601, 0.036705808640646695, 0.03687706935459501, 0.03193691252419101]"
5,7,Mixed,IntCF (without validation),0.5697082949674723,1.1923531427675755,"[0.06533298783405957, 0.05505444808172684, 0.05067889602247498, 0.05348028594559909, 0.05324062862581056, 0.03768813784735959, 0.043136715498830754, 0.05299521491367304, 0.045300495432790716, 0.04835615475408844, 0.03305022301812104, 0.030681008274299076, 0.0353217032589872, 0.028984780244665605, 0.029649915495179098, 0.03126764776447046, 0.04101347213079352, 0.037360007875391725, 0.033448481551459415, 0.029126792588160866, 0.032404949630730796, 0.036251798447222185, 0.031097422430184013, 0.03313803173560665, 0.03193980059831477]"
5,9,Interaction,IntCF (without validation),0.4188350531775555,1.2467739741686998,"[0.045290655907356175, 0.04869961528116413, 0.05155172022561957, 0.05152158454477561, 0.05990361181821388, 0.05856387008889302, 0.05454607075972552, 0.05425054564886403, 0.04312639510711354, 0.055835340639521544, 0.030652031204747313, 0.03158308397705611, 0.03043442784956947, 0.03047362321137757, 0.029128759456387782, 0.035501793468314335, 0.02841062369153683, 0.03360869558714967, 0.0331244825283658, 0.02612793204518995, 0.03329803698126983, 0.034986091109968684, 0.0319693677280979, 0.0356752886844339, 0.031736352455288]"
5,9,LSS confounding,IntCF (without validation),0.8293025120564296,1.6777547664210477,"[0.06255949083673312, 0.05774479468837543, 0.0615471994384702, 0.052779460800690604, 0.07223157061681283, 0.03127737171809785, 0.03711353021285443, 0.035702947801909656, 0.02775261338959759, 0.039489927288612434, 0.03485520838479215, 0.03296023382981879, 0.03647564482936431, 0.03615402552004582, 0.0328608420566574, 0.034987746567895134, 0.036792485407310595, 0.03587776395987322, 0.036549456415865905, 0.036665637876569235, 0.029923134742609013, 0.036047907126805126, 0.036339864603161125, 0.033013793700231095, 0.032297348186846916]"
5,9,Linear,IntCF (without validation),0.162243711390014,0.456988999746914,"[0.028660990780284896, 0.029688014104441787, 0.03240723812906004, 0.028966392586294264, 0.029126086530287792, 0.06669007379897775, 0.08281090358267947, 0.06008720641773463, 0.049256105895208756, 0.0567379667127882, 0.033116623212415146, 0.033652010828761104, 0.034763090645276676, 0.03509806344913279, 0.03521088877613465, 0.03524389947889029, 0.03802569175574778, 0.03655662249145596, 0.040637050985319896, 0.03264843762333844, 0.03596278770012888, 0.03248946076559759, 0.04050082368337662, 0.03737981331703354, 0.034283756749633125]"
5,9,Mixed,IntCF (without validation),0.5450287668415102,1.1760658609002137,"[0.04726742362755529, 0.05517485751932653, 0.046179298595552816, 0.04284303830071539, 0.053243542133164866, 0.04634209957817172, 0.05373272631649258, 0.043856054617085985, 0.051509111400591376, 0.04036667589866869, 0.03132880623073468, 0.030972436919426746, 0.032161196951909575, 0.033373937783115176, 0.030040933987942164, 0.04002090940599328, 0.03848968747185892, 0.033531044816327286, 0.03658793519392774, 0.03266188460655112, 0.03489514086699705, 0.03630750476772704, 0.03572512578244831, 0.03691514273188156, 0.036473484495834055]"
5,6,Interaction,IntCF (without validation),0.458098349889998,1.2463182029238928,"[0.040708310426723515, 0.044454642382068976, 0.04843866386178342, 0.04970628547881093, 0.05244453323645013, 0.04732187170340525, 0.05310551516107783, 0.05877974247862641, 0.05771667186205703, 0.0498904840328523, 0.03067293967786732, 0.03314014147201649, 0.03502640436379282, 0.0359943314381198, 0.03496344025484224, 0.02779201904337936, 0.03476322497504788, 0.033748260097753606, 0.029846942230478547, 0.03877475675396382, 0.028316701293681617, 0.03203101786338333, 0.034233256942928135, 0.03347364877220014, 0.03465619419668887]"
5,6,LSS confounding,IntCF (without validation),0.758555299852044,1.579914806589388,"[0.05837290398612323, 0.05271692487385696, 0.07347866688726594, 0.058132405450227846, 0.05910486187276321, 0.0338570825559037, 0.032315533728831024, 0.030225587834673873, 0.030564438745719288, 0.030578616759172936, 0.033629984300687345, 0.031997706537685196, 0.041810224223970786, 0.040038593333306824, 0.03481440867416619, 0.03530966858426711, 0.03651554844195473, 0.030985114866949506, 0.033232878774258984, 0.03918122460827913, 0.038264371751981247, 0.033909134363169856, 0.03459178308885166, 0.03566463389974286, 0.04070770185619049]"
5,6,Linear,IntCF (without validation),0.140578525037955,0.4307108852890947,"[0.027340275535649015, 0.02887381777839061, 0.027759017443358406, 0.02866653209059045, 0.03207540802241256, 0.055048566666755415, 0.07258681942693775, 0.05735348689302263, 0.07089536113925693, 0.05978805081810855, 0.03735438446185498, 0.03423280691202647, 0.035786893918611985, 0.034054191886227166, 0.03614660260952865, 0.03468693525352183, 0.03807226192864957, 0.03289893905014294, 0.03362670400959203, 0.03594960173499444, 0.03927419914414324, 0.02873712658009558, 0.0395411227027424, 0.03801821976900579, 0.041232674224380754]"
5,6,Mixed,IntCF (without validation),0.6343903619574237,1.2355437604333956,"[0.0536747297770145, 0.04528321459484263, 0.05196703271625239, 0.05114117525520341, 0.04892628305957921, 0.04526996863046598, 0.04924960666187387, 0.04481434532731409, 0.03979693387855071, 0.041258531910484994, 0.033309714782642226, 0.03441971475803625, 0.046455920670983794, 0.033202416921906314, 0.033317083236848184, 0.032085084521953716, 0.03173463657742829, 0.035386496524535224, 0.0326740025564192, 0.03698998675317433, 0.03444530428257116, 0.03539545512619091, 0.03734549953842863, 0.03459351300389634, 0.037263348933403787]"
5,11,Interaction,IntCF (without validation),0.4785180794088108,1.2503180393319948,"[0.04647115725650428, 0.0499606679198068, 0.06157921461648256, 0.047706991706616804, 0.05815037486321843, 0.06834405104380921, 0.049231647981124046, 0.04394370339571369, 0.058798312372240036, 0.0422928766222932, 0.03055555277389714, 0.031041546173857373, 0.03231266599203018, 0.031712357514936895, 0.03152552089681274, 0.028547909445390835, 0.03251890488212007, 0.033685411933956466, 0.03243001866826699, 0.03445523184205958, 0.03322848393195713, 0.029683644215088255, 0.030567924528322108, 0.029223023030343086, 0.032032806393152]"
